1,2,3,4,5,6
20150625213200-14-3320200,雷注意報,倉敷市,2015-06-25 21:32:00+09,2015-06-26 20:23:00+09,0日22時51分00秒間
20150708102800-14-3320200,雷注意報,倉敷市,2015-07-08 10:28:00+09,2015-07-10 20:10:00+09,2日09時42分00秒間
20150711095000-14-3320200,雷注意報,倉敷市,2015-07-11 09:50:00+09,2015-07-11 18:30:00+09,0日08時40分00秒間
20150713221800-14-3320200,雷注意報,倉敷市,2015-07-13 22:18:00+09,2015-07-14 20:03:00+09,0日21時45分00秒間
20150716041800-14-3320200,雷注意報,倉敷市,2015-07-16 04:18:00+09,2015-07-17 16:34:00+09,1日12時16分00秒間
20150719041100-14-3320200,雷注意報,倉敷市,2015-07-19 04:11:00+09,2015-07-19 20:30:00+09,0日16時19分00秒間
20150722152000-14-3320200,雷注意報,倉敷市,2015-07-22 15:20:00+09,2015-07-23 16:05:00+09,1日00時45分00秒間
20150728100500-14-3320200,雷注意報,倉敷市,2015-07-28 10:05:00+09,2015-07-28 21:10:00+09,0日11時05分00秒間
20150729101800-14-3320200,雷注意報,倉敷市,2015-07-29 10:18:00+09,2015-07-29 18:25:00+09,0日08時07分00秒間
20150730094900-14-3320200,雷注意報,倉敷市,2015-07-30 09:49:00+09,2015-07-30 20:23:00+09,0日10時34分00秒間
20150802135000-14-3320200,雷注意報,倉敷市,2015-08-02 13:50:00+09,2015-08-02 19:30:00+09,0日05時40分00秒間
20150803101800-14-3320200,雷注意報,倉敷市,2015-08-03 10:18:00+09,2015-08-03 20:15:00+09,0日09時57分00秒間
20150804161900-14-3320200,雷注意報,倉敷市,2015-08-04 16:19:00+09,2015-08-04 19:01:00+09,0日02時42分00秒間
20150805102400-14-3320200,雷注意報,倉敷市,2015-08-05 10:24:00+09,2015-08-05 19:47:00+09,0日09時23分00秒間
20150806102500-14-3320200,雷注意報,倉敷市,2015-08-06 10:25:00+09,2015-08-06 20:29:00+09,0日10時04分00秒間
20150807101000-14-3320200,雷注意報,倉敷市,2015-08-07 10:10:00+09,2015-08-07 22:28:00+09,0日12時18分00秒間
20150808095900-14-3320200,雷注意報,倉敷市,2015-08-08 09:59:00+09,2015-08-08 20:30:00+09,0日10時31分00秒間
20150808212800-14-3320200,雷注意報,倉敷市,2015-08-08 21:28:00+09,2015-08-09 03:30:00+09,0日06時02分00秒間
20150809102000-14-3320200,雷注意報,倉敷市,2015-08-09 10:20:00+09,2015-08-09 20:33:00+09,0日10時13分00秒間
20150810101000-14-3320200,雷注意報,倉敷市,2015-08-10 10:10:00+09,2015-08-10 22:18:00+09,0日12時08分00秒間
20150812094500-14-3320200,雷注意報,倉敷市,2015-08-12 09:45:00+09,2015-08-13 16:25:00+09,1日06時40分00秒間
20150814175200-14-3320200,雷注意報,倉敷市,2015-08-14 17:52:00+09,2015-08-14 23:10:00+09,0日05時18分00秒間
20150817032000-14-3320200,雷注意報,倉敷市,2015-08-17 03:20:00+09,2015-08-17 15:55:00+09,0日12時35分00秒間
20150820012500-14-3320200,雷注意報,倉敷市,2015-08-20 01:25:00+09,2015-08-20 17:14:00+09,0日15時49分00秒間
20150824215400-14-3320200,雷注意報,倉敷市,2015-08-24 21:54:00+09,2015-08-25 21:22:00+09,0日23時28分00秒間
20150829153800-14-3320200,雷注意報,倉敷市,2015-08-29 15:38:00+09,2015-08-30 04:17:00+09,0日12時39分00秒間
20150901015000-14-3320200,雷注意報,倉敷市,2015-09-01 01:50:00+09,2015-09-02 02:33:00+09,1日00時43分00秒間
20150903071500-14-3320200,雷注意報,倉敷市,2015-09-03 07:15:00+09,2015-09-03 22:08:00+09,0日14時53分00秒間
20150904102200-14-3320200,雷注意報,倉敷市,2015-09-04 10:22:00+09,2015-09-04 16:08:00+09,0日05時46分00秒間
20150908222200-14-3320200,雷注意報,倉敷市,2015-09-08 22:22:00+09,2015-09-10 04:15:00+09,1日05時53分00秒間
20151001101500-14-3320200,雷注意報,倉敷市,2015-10-01 10:15:00+09,2015-10-02 03:05:00+09,0日16時50分00秒間
20151027121900-14-3320200,雷注意報,倉敷市,2015-10-27 12:19:00+09,2015-10-27 23:12:00+09,0日10時53分00秒間
20151114105700-14-3320200,雷注意報,倉敷市,2015-11-14 10:57:00+09,2015-11-14 23:10:00+09,0日12時13分00秒間
20151210161800-14-3320200,雷注意報,倉敷市,2015-12-10 16:18:00+09,2015-12-11 05:39:00+09,0日13時21分00秒間
20160124155500-14-3320200,雷注意報,倉敷市,2016-01-24 15:55:00+09,2016-01-25 04:25:00+09,0日12時30分00秒間
20160208211000-14-3320200,雷注意報,倉敷市,2016-02-08 21:10:00+09,2016-02-09 10:00:00+09,0日12時50分00秒間
20160213181500-14-3320200,雷注意報,倉敷市,2016-02-13 18:15:00+09,2016-02-14 04:25:00+09,0日10時10分00秒間
20160227101500-14-3320200,雷注意報,倉敷市,2016-02-27 10:15:00+09,2016-02-27 18:52:00+09,0日08時37分00秒間
20160228204000-14-3320200,雷注意報,倉敷市,2016-02-28 20:40:00+09,2016-03-01 00:10:00+09,1日03時30分00秒間
20160318235800-14-3320200,雷注意報,倉敷市,2016-03-18 23:58:00+09,2016-03-19 04:33:00+09,0日04時35分00秒間
20160327074000-14-3320200,雷注意報,倉敷市,2016-03-27 07:40:00+09,2016-03-27 22:28:00+09,0日14時48分00秒間
20160407044000-14-3320200,雷注意報,倉敷市,2016-04-07 04:40:00+09,2016-04-07 19:00:00+09,0日14時20分00秒間
20160413102500-14-3320200,雷注意報,倉敷市,2016-04-13 10:25:00+09,2016-04-13 22:44:00+09,0日12時19分00秒間
20160503102500-14-3320200,雷注意報,倉敷市,2016-05-03 10:25:00+09,2016-05-03 21:44:00+09,0日11時19分00秒間
20160510095000-14-3320200,雷注意報,倉敷市,2016-05-10 09:50:00+09,2016-05-11 04:30:00+09,0日18時40分00秒間
20160525112000-14-3320200,雷注意報,倉敷市,2016-05-25 11:20:00+09,2016-05-25 20:35:00+09,0日09時15分00秒間
20160607101900-14-3320200,雷注意報,倉敷市,2016-06-07 10:19:00+09,2016-06-07 19:49:00+09,0日09時30分00秒間
20160608074500-14-3320200,雷注意報,倉敷市,2016-06-08 07:45:00+09,2016-06-09 19:15:00+09,1日11時30分00秒間
20160611101700-14-3320200,雷注意報,倉敷市,2016-06-11 10:17:00+09,2016-06-11 20:10:00+09,0日09時53分00秒間
20160614101900-14-3320200,雷注意報,倉敷市,2016-06-14 10:19:00+09,2016-06-14 21:06:00+09,0日10時47分00秒間
20160619012600-14-3320200,雷注意報,倉敷市,2016-06-19 01:26:00+09,2016-06-20 00:10:00+09,0日22時44分00秒間
20160620131400-14-3320200,雷注意報,倉敷市,2016-06-20 13:14:00+09,2016-06-21 20:05:00+09,1日06時51分00秒間
