1,2,3,4,5,6
20230911154600-18-3320200,洪水注意報,倉敷市,2023-09-11 15:46:00+09,2023-09-11 16:15:00+09,0日00時29分00秒間
20230911183800-18-3320200,洪水注意報,倉敷市,2023-09-11 18:38:00+09,2023-09-11 22:04:00+09,0日03時26分00秒間
20240326035300-18-3320200,洪水注意報,倉敷市,2024-03-26 03:53:00+09,2024-03-26 07:24:00+09,0日03時31分00秒間
20240403190500-18-3320200,洪水注意報,倉敷市,2024-04-03 19:05:00+09,2024-04-03 21:15:00+09,0日02時10分00秒間
20240528030500-18-3320200,洪水注意報,倉敷市,2024-05-28 03:05:00+09,2024-05-28 09:10:00+09,0日06時05分00秒間
20240528143200-18-3320200,洪水注意報,倉敷市,2024-05-28 14:32:00+09,2024-05-28 20:51:00+09,0日06時19分00秒間
20240618054000-18-3320200,洪水注意報,倉敷市,2024-06-18 05:40:00+09,2024-06-18 08:58:00+09,0日03時18分00秒間
20240701035500-18-3320200,洪水注意報,倉敷市,2024-07-01 03:55:00+09,2024-07-01 04:54:00+09,0日00時59分00秒間
20240701104300-18-3320200,洪水注意報,倉敷市,2024-07-01 10:43:00+09,2024-07-01 16:59:00+09,0日06時16分00秒間
20240710222400-18-3320200,洪水注意報,倉敷市,2024-07-10 22:24:00+09,2024-07-11 10:05:00+09,0日11時41分00秒間
20240715145800-18-3320200,洪水注意報,倉敷市,2024-07-15 14:58:00+09,2024-07-15 16:48:00+09,0日01時50分00秒間
20240804104400-18-3320200,洪水注意報,倉敷市,2024-08-04 10:44:00+09,2024-08-04 16:44:00+09,0日06時00分00秒間
20240804183700-18-3320200,洪水注意報,倉敷市,2024-08-04 18:37:00+09,2024-08-04 20:02:00+09,0日01時25分00秒間
20240806155700-18-3320200,洪水注意報,倉敷市,2024-08-06 15:57:00+09,2024-08-06 17:45:00+09,0日01時48分00秒間
