datetime,observed,predicted_06h,predicted_24h,predicted_48h
2023-04-26 02:00:00,312.0,355.46934020519257,336.1837642788887,295.84634229540825
2023-04-26 03:00:00,350.0,359.42979723215103,331.5929951071739,307.6741381287575
2023-04-26 04:00:00,304.0,362.8431100845337,336.9323902130127,298.3827084302902
2023-04-26 05:00:00,298.0,366.0210515856743,332.8589012622833,285.37467259168625
2023-04-26 06:00:00,309.0,365.56331369280815,348.3591211438179,285.9747210741043
2023-04-26 07:00:00,367.0,368.1413922905922,388.601084113121,317.8622715771198
2023-04-26 08:00:00,432.0,375.1090438067913,419.59607070684433,370.77700039744377
2023-04-26 09:00:00,423.0,398.02564537525177,417.8170527219772,421.9493559598923
2023-04-26 10:00:00,487.0,427.3847668170929,422.0404895544052,448.03474855422974
2023-04-26 11:00:00,446.0,462.8851562142372,431.1961039304733,447.33785635232925
2023-04-26 12:00:00,413.0,476.57712227106094,444.5326432585716,432.5324159264565
2023-04-26 13:00:00,407.0,477.911949634552,437.67147129774094,406.923219203949
2023-04-26 14:00:00,471.0,473.9876376986504,446.9364631175995,424.8638037443161
2023-04-26 15:00:00,504.0,468.8831000328064,451.2314763665199,414.0345802903176
2023-04-26 16:00:00,454.0,469.3200958967209,466.781745493412,409.78741788864136
2023-04-26 17:00:00,415.0,453.0252264738083,429.5819658041,391.6612400114536
2023-04-26 18:00:00,340.0,421.52269542217255,387.0811630487442,335.6645711660385
2023-04-26 19:00:00,256.0,356.9275490939617,341.4230323433876,324.14399433135986
2023-04-26 20:00:00,356.0,335.80416944622993,339.5939080119133,321.5791489481926
2023-04-26 21:00:00,298.0,332.55263870954514,339.24713212251663,317.0316625237465
2023-04-26 22:00:00,296.0,330.93309023976326,342.15783977508545,311.21638560295105
2023-04-26 23:00:00,320.0,337.6098965406418,346.57610607147217,308.7652430832386
2023-04-27 00:00:00,301.0,340.98358112573624,342.6220729351044,322.5974926352501
2023-04-27 01:00:00,275.0,340.3798067867756,340.8214992284775,326.8732627630234
2023-04-27 02:00:00,348.0,344.9923172593117,342.503330886364,330.0040100812912
2023-04-27 03:00:00,350.0,343.4771926999092,345.4218043088913,327.6423309445381
2023-04-27 04:00:00,337.0,342.2433917224407,342.0541724562645,334.2188389003277
2023-04-27 05:00:00,342.0,341.7905359864235,339.5958209037781,328.9084084033966
2023-04-27 06:00:00,337.0,346.8118914067745,353.7816271185875,337.5564783215523
2023-04-27 07:00:00,390.0,365.3992332518101,370.1550393104553,362.6116501688957
2023-04-27 08:00:00,447.0,396.2063710093498,405.0979206562042,394.8511442244053
2023-04-27 09:00:00,513.0,415.17620557546616,420.0068570971489,407.9147253036499
2023-04-27 10:00:00,577.0,424.247110247612,433.638124525547,410.2386605143547
2023-04-27 11:00:00,511.0,427.0088978409767,420.7368680238724,410.7360695004463
2023-04-27 12:00:00,438.0,423.8080016374588,399.9491009712219,416.75185745954514
2023-04-27 13:00:00,456.0,419.9323970675469,384.83077424764633,410.1030450463295
2023-04-27 14:00:00,456.0,417.9970358610153,388.6155878305435,413.6146005988121
2023-04-27 15:00:00,479.0,433.0971187353134,406.1194905638695,420.833483338356
2023-04-27 16:00:00,420.0,457.15615928173065,413.8808637261391,445.5433068275452
2023-04-27 17:00:00,370.0,439.0311091542244,401.0380789041519,406.1538940668106
2023-04-27 18:00:00,313.0,384.2187630534172,369.9982678294182,364.7534323930741
2023-04-27 19:00:00,262.0,351.0770692527294,314.2063783407212,333.5740801393986
2023-04-27 20:00:00,300.0,340.55146741867065,311.1838949918747,327.65667763352394
2023-04-27 21:00:00,308.0,343.65529149770737,303.84689831733704,326.9581294953823
2023-04-27 22:00:00,300.0,342.789136916399,300.77096819877625,326.7028440833092
2023-04-27 23:00:00,339.0,343.67462027072906,301.5579661726952,331.4419052004814
2023-04-28 00:00:00,322.0,343.98894837498665,303.9627853035927,322.9487652480602
2023-04-28 01:00:00,322.0,342.4974922835827,308.16164004802704,320.3311868607998
2023-04-28 02:00:00,244.0,343.2093307375908,315.15114706754684,322.0550022125244
2023-04-28 03:00:00,290.0,342.32361897826195,319.641560792923,333.5447586476803
2023-04-28 04:00:00,286.0,338.93450278043747,324.2161703109741,340.9061232805252
2023-04-28 05:00:00,315.0,339.88599517941475,328.448229432106,344.21651113033295
2023-04-28 06:00:00,349.0,351.81156262755394,332.26764637231827,349.23152831196785
2023-04-28 07:00:00,380.0,384.416961491108,352.2856314778328,354.80529549717903
2023-04-28 08:00:00,409.0,408.83596831560135,386.41416335105896,367.9792818427086
2023-04-28 09:00:00,466.0,422.4865074157715,426.2088522315025,378.9306734204292
2023-04-28 10:00:00,481.0,425.12729746103287,437.8295846581459,399.71824061870575
2023-04-28 11:00:00,422.0,423.0749072432518,431.226110637188,409.8178528547287
2023-04-28 12:00:00,474.0,417.1283831000328,414.4041681289673,411.5607542991638
2023-04-28 13:00:00,383.0,409.386510014534,411.0776777267456,410.9308704137802
2023-04-28 14:00:00,458.0,403.67081767320633,407.2064414024353,414.74046593904495
